university_id,year,total_students,students_per_staff,international_students,international_student_percentage
U02690,2023,33341.0,30.4,0.0,16.0
U01711,2023,7068.0,9.2,0.0,28.0
U02692,2023,34928.0,16.0,0.0,8.0
U02207,2023,10271.0,26.2,0.0,13.0
U03338,2023,25548.0,15.3,0.0,17.0
U02745,2023,46807.0,16.1,0.0,8.0
U01588,2023,46863.0,14.0,0.0,16.0
U02187,2023,11399.0,10.0,0.0,16.0
U03033,2023,10364.0,7.7,0.0,36.0
U01120,2023,13329.0,16.4,0.0,20.0
U00159,2023,50027.0,19.6,0.0,17.0
U02021,2023,20243.0,48.1,0.0,27.0
U02185,2023,30382.0,30.8,0.0,16.0
U03200,2023,25810.0,9.0,0.0,13.0
U02670,2023,21069.0,12.8,0.0,15.0
U02627,2023,69831.0,24.4,0.0,12.0
U02178,2023,17764.0,21.0,0.0,28.0
U02859,2023,14650.0,14.1,0.0,34.0
U01608,2023,3260.0,10.0,0.0,3.0
U01914,2023,5137.0,8.8,0.0,1.0
U02026,2023,9599.0,6.9,0.0,26.0
U01264,2023,3722.0,14.1,0.0,27.0
U01487,2023,21211.0,14.6,0.0,36.0
U00844,2023,66637.0,12.6,0.0,13.0
U03306,2023,24523.0,36.0,0.0,20.0
U01961,2023,23399.0,19.4,0.0,18.0
U03438,2023,55412.0,15.2,0.0,6.0
U02208,2023,3896.0,13.6,0.0,9.0
U01221,2023,30561.0,69.0,0.0,27.0
U00779,2023,57167.0,16.2,0.0,4.0
U02869,2023,26350.0,14.2,0.0,36.0
U01947,2023,30365.0,20.7,0.0,7.0
U02890,2023,7684.0,58.2,0.0,13.0
U02594,2023,39797.0,17.0,0.0,9.0
U02062,2023,62931.0,21.3,0.0,8.0
U02604,2023,45004.0,15.8,0.0,11.0
U00193,2023,31933.0,12.7,0.0,16.0
U01805,2023,629.0,7.6,0.0,13.0
U02943,2023,28014.0,25.4,0.0,7.0
U01621,2023,11965.0,22.4,0.0,13.0
U00330,2023,27105.0,14.3,0.0,28.0
U01412,2023,25215.0,11.4,0.0,11.0
U00639,2023,16446.0,20.6,0.0,14.0
U01012,2023,22673.0,21.6,0.0,20.0
U02899,2023,63338.0,13.2,0.0,14.0
U02570,2023,13205.0,16.2,0.0,44.0
U02661,2023,19266.0,22.6,0.0,14.0
U01270,2023,7274.0,8.4,0.0,33.0
U02913,2023,17009.0,10.8,0.0,16.0
U02739,2023,30303.0,43.4,0.0,13.0
U01864,2023,49543.0,15.8,0.0,6.0
U00521,2023,18425.0,14.1,0.0,35.0
U01690,2023,19060.0,15.8,0.0,39.0
U03028,2023,15720.0,16.4,0.0,32.0
U00002,2023,13306.0,19.7,0.0,21.0
U02619,2023,15202.0,12.8,0.0,10.0
U00268,2023,24875.0,66.6,0.0,7.0
U02648,2023,33560.0,18.7,0.0,21.0
U00456,2023,29999.0,20.8,0.0,31.0
U02724,2023,13630.0,18.3,0.0,27.0
U02725,2023,15940.0,13.3,0.0,25.0
U00545,2023,10240.0,21.0,0.0,24.0
U02759,2023,19078.0,8.7,0.0,40.0
U00669,2023,22298.0,12.9,0.0,15.0
U02767,2023,20891.0,10.7,0.0,12.0
U02792,2023,8714.0,39.7,0.0,14.0
U00782,2023,1823.0,19.0,0.0,18.0
U01070,2023,7268.0,8.6,0.0,10.0
U02840,2023,5758.0,24.2,0.0,12.0
U01114,2023,22507.0,15.8,0.0,27.0
U03324,2023,28290.0,49.3,0.0,31.0
U02878,2023,5185.0,19.3,5185.0,51.0
U02880,2023,10460.0,15.4,0.0,39.0
U01219,2023,11993.0,38.1,11993.0,91.0
U01265,2023,3244.0,12.9,0.0,43.0
U02961,2023,24363.0,29.5,0.0,18.0
U02974,2023,12401.0,10.9,0.0,13.0
U02991,2023,48524.0,29.3,0.0,8.0
U03018,2023,14993.0,39.6,0.0,14.0
U01675,2023,9084.0,8.8,0.0,35.0
U01687,2023,35278.0,37.9,0.0,17.0
U01700,2023,2563.0,24.2,2563.0,70.0
U01751,2023,46158.0,10.9,0.0,17.0
U01928,2023,3490.0,13.2,0.0,20.0
U01788,2023,1100.0,14.0,0.0,19.0
U03113,2023,82010.0,15.9,0.0,4.0
U01789,2023,72604.0,28.2,0.0,10.0
U01814,2023,9860.0,12.2,0.0,34.0
U03089,2023,39907.0,18.6,0.0,13.0
U03099,2023,9770.0,12.3,0.0,47.0
U03109,2023,14960.0,16.9,0.0,36.0
U03110,2023,17790.0,17.4,0.0,37.0
U03312,2023,3266.0,12.5,3266.0,66.0
U03120,2023,9235.0,12.0,0.0,13.0
U02054,2023,23834.0,23.0,0.0,7.0
U02142,2023,17812.0,12.4,0.0,14.0
U02563,2023,23361.0,21.3,0.0,31.0
U03389,2023,3560.0,15.1,0.0,5.0
U03397,2023,14284.0,33.6,0.0,23.0
U03208,2023,34306.0,23.2,0.0,23.0
U03422,2023,29747.0,29.5,0.0,22.0
U03421,2023,36033.0,40.3,0.0,22.0
U03220,2023,17440.0,29.1,0.0,27.0
U00001,2023,16818.0,14.7,0.0,14.0
U00183,2023,18837.0,17.3,0.0,49.0
U00190,2023,23728.0,39.1,0.0,15.0
U02609,2023,14955.0,15.4,0.0,34.0
U00243,2023,24416.0,14.3,0.0,10.0
U00285,2023,3214.0,10.9,0.0,39.0
U00286,2023,12755.0,14.5,0.0,12.0
U00289,2023,13825.0,18.6,0.0,21.0
U00297,2023,1015.0,20.3,0.0,17.0
U02656,2023,24515.0,18.6,0.0,14.0
U02666,2023,10785.0,35.5,0.0,26.0
U00364,2023,9513.0,13.8,0.0,19.0
U00385,2023,7284.0,15.5,0.0,9.0
U00443,2023,16547.0,27.7,0.0,24.0
U00481,2023,43080.0,33.9,0.0,25.0
U02723,2023,41618.0,43.7,0.0,19.0
U00745,2023,29365.0,32.8,0.0,12.0
U03505,2023,1959.0,10.0,0.0,37.0
U00686,2023,30082.0,12.7,0.0,14.0
U00701,2023,35900.0,32.9,0.0,17.0
U02786,2023,14628.0,10.7,0.0,11.0
U00744,2023,16175.0,11.3,0.0,5.0
U02809,2023,28724.0,11.3,0.0,19.0
U00821,2023,3990.0,8.8,0.0,1.0
U00971,2023,30856.0,25.5,0.0,12.0
U02837,2023,27911.0,22.7,0.0,9.0
U01080,2023,33931.0,10.6,0.0,14.0
U01144,2023,20504.0,17.7,0.0,27.0
U01152,2023,21663.0,27.4,0.0,33.0
U03323,2023,28611.0,16.9,0.0,15.0
U01182,2023,15026.0,14.4,0.0,15.0
U02949,2023,11466.0,14.7,0.0,27.0
U01547,2023,3035.0,1.0,0.0,3.0
U01555,2023,22485.0,10.5,0.0,10.0
U03000,2023,20027.0,34.9,0.0,10.0
U01689,2023,26556.0,26.2,0.0,17.0
U01741,2023,38441.0,48.5,0.0,15.0
U01812,2023,12356.0,20.8,0.0,13.0
U03068,2023,12933.0,19.2,12933.0,55.0
U01874,2023,26981.0,27.5,0.0,31.0
U03094,2023,18471.0,10.2,0.0,14.0
U01945,2023,24907.0,25.9,0.0,8.0
U01960,2023,57951.0,15.1,0.0,5.0
U01969,2023,17490.0,15.4,0.0,22.0
U02136,2023,11876.0,29.9,0.0,20.0
U02167,2023,30153.0,10.8,0.0,12.0
U03177,2023,9816.0,14.7,0.0,37.0
U02221,2023,7121.0,10.9,0.0,17.0
U03183,2023,30967.0,13.6,0.0,8.0
U03383,2023,36512.0,18.5,0.0,14.0
U03158,2023,26871.0,23.6,0.0,7.0
U00016,2023,3926.0,18.1,3926.0,60.0
U00041,2023,70054.0,17.4,0.0,13.0
U00071,2023,2851.0,10.2,0.0,32.0
U00133,2023,20285.0,27.8,0.0,46.0
U00195,2023,29327.0,13.2,0.0,12.0
U02630,2023,53755.0,22.4,0.0,13.0
U00295,2023,5427.0,13.1,0.0,28.0
U02517,2023,3641.0,10.8,0.0,14.0
U02553,2023,27393.0,18.0,0.0,15.0
U02655,2023,9185.0,20.1,0.0,10.0
U02695,2023,17224.0,3.8,0.0,8.0
U00470,2023,16901.0,14.8,0.0,28.0
U00514,2023,19304.0,12.5,0.0,14.0
U03521,2023,2171.0,8.6,0.0,11.0
U02740,2023,14335.0,15.3,0.0,40.0
U00624,2023,17027.0,27.9,0.0,36.0
U00630,2023,39380.0,24.0,0.0,7.0
U02755,2023,15109.0,26.1,0.0,20.0
U00668,2023,32157.0,18.1,0.0,12.0
U00740,2023,5683.0,31.1,0.0,14.0
U02816,2023,29257.0,11.1,0.0,8.0
U01163,2023,4609.0,30.3,0.0,12.0
U02915,2023,47512.0,21.2,0.0,7.0
U02916,2023,29057.0,29.2,0.0,5.0
U01315,2023,40179.0,20.1,0.0,15.0
U01346,2023,15224.0,12.8,0.0,12.0
U01364,2023,31322.0,11.3,0.0,5.0
U02985,2023,18508.0,19.7,0.0,19.0
U02987,2023,10134.0,19.8,0.0,7.0
U01610,2023,37532.0,25.4,0.0,18.0
U01708,2023,2757.0,22.9,0.0,8.0
U01720,2023,32692.0,23.6,0.0,34.0
U03100,2023,8065.0,12.2,0.0,34.0
U01763,2023,10798.0,7.4,0.0,7.0
U03082,2023,23490.0,32.9,0.0,21.0
U03096,2023,12150.0,26.0,0.0,18.0
U01948,2023,25411.0,10.6,0.0,22.0
U03105,2023,16054.0,26.5,0.0,19.0
U01972,2023,15327.0,25.6,0.0,25.0
U01985,2023,5946.0,9.1,0.0,10.0
U01994,2023,15855.0,20.6,0.0,6.0
U03121,2023,18264.0,22.9,0.0,36.0
U02025,2023,15526.0,37.1,0.0,18.0
U02056,2023,35641.0,12.5,0.0,8.0
U02122,2023,27308.0,16.7,0.0,4.0
U02148,2023,9878.0,9.5,0.0,17.0
U02562,2023,17925.0,20.8,0.0,20.0
U03195,2023,20936.0,24.6,0.0,21.0
U00110,2023,9267.0,8.7,0.0,22.0
U00171,2023,11421.0,30.3,0.0,7.0
U00177,2023,13159.0,10.0,0.0,4.0
U00275,2023,8060.0,16.6,0.0,40.0
U02635,2023,12635.0,20.1,0.0,14.0
U02636,2023,15133.0,24.6,0.0,7.0
U02669,2023,28451.0,35.5,0.0,0.0
U00338,2023,11213.0,22.2,0.0,21.0
U00354,2023,56344.0,20.4,0.0,4.0
U00374,2023,7246.0,34.5,0.0,30.0
U00416,2023,15460.0,18.2,15460.0,51.0
U02712,2023,21808.0,16.3,0.0,12.0
U00527,2023,28055.0,14.7,0.0,11.0
U00536,2023,18759.0,30.4,0.0,28.0
U00689,2023,3721.0,11.5,0.0,11.0
U02771,2023,10291.0,20.6,0.0,8.0
U02782,2023,19366.0,11.2,0.0,10.0
U00734,2023,30542.0,10.5,0.0,6.0
U00773,2023,8782.0,8.2,0.0,6.0
U00811,2023,43110.0,10.8,0.0,3.0
U00815,2023,1436.0,7.7,0.0,33.0
U00941,2023,12825.0,20.1,0.0,32.0
U00980,2023,7891.0,9.5,0.0,7.0
U02833,2023,16705.0,17.0,0.0,29.0
U01044,2023,3029.0,8.8,0.0,22.0
U01125,2023,3181.0,10.5,0.0,2.0
U01176,2023,7839.0,26.1,0.0,7.0
U02870,2023,21910.0,26.8,0.0,21.0
U01205,2023,15815.0,13.8,0.0,29.0
U02885,2023,18320.0,9.8,0.0,18.0
U02889,2023,29561.0,29.4,0.0,20.0
U01259,2023,7845.0,15.1,0.0,1.0
U02947,2023,53319.0,20.2,0.0,2.0
U02960,2023,18046.0,16.9,0.0,5.0
U01478,2023,31540.0,16.6,0.0,14.0
U03035,2023,24038.0,30.3,0.0,20.0
U01737,2023,10640.0,15.1,0.0,35.0
U01739,2023,2250.0,10.5,0.0,30.0
U01744,2023,2757.0,2.1,0.0,1.0
U01858,2023,2973.0,14.3,0.0,2.0
U03102,2023,9855.0,16.0,0.0,27.0
U01971,2023,4216.0,4.6,0.0,7.0
U03131,2023,25464.0,21.6,0.0,20.0
U02189,2023,11220.0,7.5,0.0,11.0
U03175,2023,13012.0,15.3,0.0,5.0
U03185,2023,3873.0,20.0,0.0,4.0
U03369,2023,18621.0,23.8,0.0,4.0
U03403,2023,8122.0,4.0,0.0,10.0
U03409,2023,29463.0,19.5,0.0,7.0
U03432,2023,6769.0,9.4,0.0,14.0
U00058,2023,4831.0,15.7,0.0,0.0
U02577,2023,2910.0,7.2,0.0,6.0
U00155,2023,3500.0,7.4,0.0,1.0
U00173,2023,12015.0,17.8,0.0,25.0
U00174,2023,31877.0,46.7,0.0,2.0
U00206,2023,4102.0,11.8,0.0,0.0
U00205,2023,6180.0,28.7,0.0,0.0
U00225,2023,8790.0,15.7,0.0,26.0
U02612,2023,9734.0,26.6,0.0,12.0
U00302,2023,13040.0,17.0,0.0,39.0
U02665,2023,31199.0,17.8,0.0,3.0
U00325,2023,7113.0,25.4,0.0,1.0
U02673,2023,26902.0,21.2,0.0,3.0
U00422,2023,28253.0,13.0,0.0,14.0
U00430,2023,6350.0,17.6,0.0,9.0
U00432,2023,29351.0,17.7,0.0,6.0
U00438,2023,61128.0,20.3,0.0,12.0
U02697,2023,27752.0,13.6,0.0,12.0
U02702,2023,13808.0,27.6,0.0,4.0
U02705,2023,6875.0,20.1,0.0,13.0
U02714,2023,10001.0,13.0,0.0,6.0
U00515,2023,13956.0,25.4,0.0,17.0
U00522,2023,21670.0,21.9,0.0,0.0
U00535,2023,11535.0,20.4,0.0,35.0
U02734,2023,35232.0,15.4,0.0,3.0
U00619,2023,34637.0,22.7,0.0,1.0
U02743,2023,20507.0,32.6,0.0,5.0
U02744,2023,39407.0,23.0,0.0,9.0
U00637,2023,4236.0,12.6,0.0,15.0
U02760,2023,20447.0,23.7,0.0,8.0
U00673,2023,34734.0,17.3,0.0,5.0
U03319,2023,50868.0,18.2,0.0,17.0
U00732,2023,20079.0,14.6,0.0,20.0
U00786,2023,41580.0,18.6,0.0,2.0
U02804,2023,26156.0,17.6,0.0,0.0
U00803,2023,6386.0,11.5,0.0,41.0
U02812,2023,13918.0,22.0,0.0,46.0
U00853,2023,2148.0,11.5,0.0,16.0
U02814,2023,16061.0,15.7,0.0,15.0
U00891,2023,28767.0,16.7,0.0,10.0
U00954,2023,26568.0,13.0,0.0,3.0
U00983,2023,28278.0,44.6,0.0,11.0
U02826,2023,10444.0,14.4,0.0,3.0
U02829,2023,24435.0,9.9,0.0,8.0
U02839,2023,3562.0,10.0,0.0,28.0
U01118,2023,5882.0,19.7,0.0,8.0
U02844,2023,35795.0,30.1,0.0,2.0
U02851,2023,36237.0,21.5,0.0,0.0
U01173,2023,21677.0,43.7,0.0,18.0
U01178,2023,2492.0,13.3,0.0,44.0
U02867,2023,14480.0,15.7,0.0,13.0
U01187,2023,21725.0,17.4,0.0,16.0
U01225,2023,1855.0,14.6,0.0,2.0
U02893,2023,23383.0,31.2,0.0,12.0
U01258,2023,11454.0,28.5,0.0,15.0
U01291,2023,15905.0,18.7,0.0,50.0
U02929,2023,21409.0,26.9,0.0,5.0
U01329,2023,3626.0,11.3,0.0,3.0
U01334,2023,16641.0,36.5,0.0,40.0
U01374,2023,66649.0,31.0,0.0,11.0
U02952,2023,24909.0,16.8,0.0,10.0
U02951,2023,3181.0,2.0,0.0,9.0
U01504,2023,37707.0,15.8,0.0,9.0
U01508,2023,17952.0,16.3,0.0,4.0
U03531,2023,10005.0,15.2,0.0,5.0
U02996,2023,9703.0,69.2,0.0,12.0
U03010,2023,33791.0,21.9,0.0,6.0
U03013,2023,15605.0,17.7,0.0,16.0
U01636,2023,31578.0,16.0,0.0,4.0
U03016,2023,33484.0,16.2,0.0,16.0
U03017,2023,22490.0,16.4,0.0,29.0
U01676,2023,2598.0,9.2,0.0,1.0
U01678,2023,2272.0,9.1,0.0,4.0
U01680,2023,9250.0,16.5,0.0,1.0
U01759,2023,3819.0,20.0,0.0,10.0
U01846,2023,9219.0,22.5,0.0,2.0
U01848,2023,38240.0,14.1,0.0,1.0
U03072,2023,12948.0,18.7,0.0,9.0
U01902,2023,40082.0,12.7,0.0,5.0
U01906,2023,37484.0,12.3,0.0,4.0
U01910,2023,20432.0,10.7,0.0,6.0
U01927,2023,1325.0,5.3,0.0,8.0
U03104,2023,19840.0,17.0,0.0,29.0
U01959,2023,8703.0,11.4,0.0,21.0
U01976,2023,20620.0,14.9,0.0,23.0
U02543,2023,5021.0,13.6,0.0,16.0
U02134,2023,27353.0,8.7,0.0,12.0
U02166,2023,27878.0,25.3,0.0,1.0
U03165,2023,14219.0,19.2,0.0,8.0
U02127,2023,4407.0,12.0,0.0,10.0
U03174,2023,58463.0,28.4,0.0,6.0
U02186,2023,10327.0,17.7,0.0,31.0
U02214,2023,18218.0,12.6,0.0,11.0
U03345,2023,4644.0,12.0,0.0,2.0
U02549,2023,12457.0,11.6,0.0,30.0
U03372,2023,17883.0,18.8,0.0,20.0
U03201,2023,10472.0,17.6,0.0,31.0
U03155,2023,24585.0,15.9,0.0,23.0
U03426,2023,8089.0,10.9,0.0,8.0
U03440,2023,42760.0,15.4,0.0,2.0
U03471,2023,44036.0,29.1,0.0,28.0
U00012,2023,6180.0,16.3,0.0,24.0
U00140,2023,23922.0,23.9,0.0,10.0
U02879,2023,18491.0,40.2,0.0,4.0
U00238,2023,31821.0,12.9,0.0,4.0
U00241,2023,35710.0,14.2,0.0,6.0
U00277,2023,22935.0,16.6,0.0,26.0
U02632,2023,8400.0,19.1,0.0,30.0
U00304,2023,22723.0,16.2,0.0,4.0
U00355,2023,1730.0,15.7,0.0,43.0
U00369,2023,33342.0,15.3,0.0,1.0
U00376,2023,49787.0,13.2,0.0,22.0
U02707,2023,31723.0,20.2,0.0,20.0
U00474,2023,30084.0,24.7,0.0,1.0
U00520,2023,27063.0,36.5,0.0,1.0
U00530,2023,14375.0,27.0,14375.0,76.0
U03504,2023,1115.0,9.9,0.0,25.0
U00608,2023,108889.0,19.8,0.0,14.0
U00629,2023,35590.0,23.3,0.0,9.0
U02752,2023,6880.0,15.6,0.0,14.0
U00688,2023,9215.0,14.9,0.0,39.0
U00692,2023,21219.0,27.3,0.0,0.0
U02770,2023,15045.0,20.2,0.0,44.0
U02775,2023,22763.0,27.4,0.0,10.0
U00718,2023,1808.0,10.0,0.0,8.0
U00735,2023,3125.0,46.6,0.0,3.0
U00748,2023,9735.0,17.9,0.0,37.0
U00766,2023,18263.0,8.4,0.0,11.0
U00769,2023,8358.0,12.4,8358.0,62.0
U02800,2023,12565.0,17.2,0.0,19.0
U02805,2023,10642.0,17.9,0.0,10.0
U00842,2023,2339.0,13.6,0.0,0.0
U02813,2023,9789.0,27.0,0.0,6.0
U00878,2023,1862.0,18.1,0.0,7.0
U00896,2023,15436.0,33.9,0.0,1.0
U00905,2023,21971.0,17.7,0.0,0.0
U00442,2023,1556.0,21.6,1556.0,84.0
U00944,2023,10481.0,11.2,0.0,2.0
U00966,2023,30473.0,16.3,0.0,0.0
U00974,2023,7133.0,22.5,0.0,13.0
U00977,2023,25905.0,14.9,0.0,13.0
U00990,2023,62533.0,26.1,0.0,2.0
U01020,2023,3419.0,12.8,0.0,2.0
U01035,2023,9170.0,15.3,0.0,16.0
U02834,2023,27216.0,11.2,0.0,4.0
U01042,2023,5759.0,9.6,0.0,12.0
U02841,2023,16679.0,15.8,0.0,1.0
U01148,2023,18568.0,7.8,0.0,14.0
U01166,2023,7057.0,10.1,0.0,19.0
U02865,2023,75291.0,29.6,0.0,14.0
U02868,2023,48404.0,18.1,0.0,18.0
U02887,2023,22520.0,22.2,0.0,2.0
U02911,2023,15290.0,24.2,0.0,3.0
U01288,2023,17151.0,22.5,0.0,10.0
U01304,2023,7617.0,22.3,0.0,9.0
U02933,2023,7450.0,26.9,0.0,17.0
U01420,2023,13711.0,16.3,0.0,11.0
U01448,2023,16425.0,14.2,0.0,11.0
U02953,2023,4148.0,11.1,0.0,21.0
U02962,2023,4696.0,11.3,4696.0,54.0
U01494,2023,22500.0,16.2,0.0,22.0
U01499,2023,34095.0,13.9,0.0,4.0
U01507,2023,29925.0,15.3,0.0,21.0
U01542,2023,32319.0,100.5,0.0,6.0
U03003,2023,16123.0,10.7,0.0,1.0
U02513,2023,14900.0,22.2,0.0,19.0
U03044,2023,26289.0,27.4,0.0,3.0
U03057,2023,17741.0,17.6,0.0,22.0
U03058,2023,15065.0,37.9,0.0,2.0
U01799,2023,12394.0,7.4,0.0,1.0
U01804,2023,12872.0,45.2,0.0,37.0
U01855,2023,1437.0,13.8,0.0,0.0
U01884,2023,4655.0,12.8,4655.0,53.0
U03086,2023,33025.0,15.6,0.0,5.0
U01919,2023,23330.0,16.4,0.0,2.0
U03101,2023,11089.0,11.4,0.0,11.0
U01946,2023,6624.0,18.6,0.0,35.0
U01966,2023,16090.0,17.2,0.0,8.0
U03115,2023,29471.0,14.4,0.0,2.0
U02036,2023,15147.0,21.0,0.0,12.0
U02150,2023,3010.0,4.4,0.0,11.0
U03166,2023,16677.0,24.9,0.0,7.0
U03170,2023,15725.0,12.7,0.0,16.0
